OSEBuildingID,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),Outlier,TotalGHGEmissions,GHGEmissionsIntensity,%_GFAParking,%_GFABuilding,Nb_PropertyUseTypes,Building_age,%_LargestPropertyUseType
1,NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,12,88434,Hotel,88434.0,one_use,0.0,one_use,0.0,60.0,81.69999695,84.30000305,182.5,189.0,7226362.5,2003882.0,1156514.25,3946027.0,12764.5293,1276453.0,not_outlier,249.98,2.83,0.0,1.0,1,89,1.0
2,NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,11,103566,Hotel,83880.0,Parking,15064.0,Restaurant,4622.0,61.0,94.80000305,97.90000153,176.1000061,179.3999939,8387933.0,0.0,950425.1875,3242851.0,51450.81641,5145082.0,not_outlier,295.86,2.86,0.1454531409922175,0.8545468590077825,3,20,0.8099183129598517
5,NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,10,61320,Hotel,61320.0,one_use,0.0,one_use,0.0,56.0,110.8000031,113.3000031,216.1999969,224.0,6794584.0,2214446.25,811525.3125,2768924.0,18112.13086,1811213.0,not_outlier,286.43,4.67,0.0,1.0,1,90,1.0
8,NonResidential,Hotel,98121.0,7,DOWNTOWN,1.0,18,175580,Hotel,123445.0,Parking,68009.0,Swimming Pool,0.0,75.0,114.8000031,118.6999969,211.3999939,215.6000061,14172606.0,0.0,1573448.625,5368607.0,88039.98438,8803998.0,not_outlier,505.01,2.88,0.3531153889964688,0.6468846110035311,3,36,0.7030698257204693
10,NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,11,83008,Hotel,81352.0,one_use,0.0,one_use,0.0,27.0,70.80000305,74.5,146.6000061,154.6999969,5758795.0,0.0,823919.875,2811215.0,29475.80078,2947580.0,not_outlier,176.14,2.12,0.0,1.0,1,90,0.9800501156515035
12,NonResidential,Hotel,98104.0,7,DOWNTOWN,1.0,15,163984,Hotel,163984.0,one_use,0.0,one_use,0.0,43.0,83.69999695,86.59999847,180.8999939,187.1999969,13723820.0,0.0,2138897.75,7297919.0,64259.0,6425900.0,not_outlier,392.16,2.39,0.0,1.0,1,112,1.0
15,NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,11,153163,Hotel,133884.0,one_use,0.0,one_use,0.0,30.0,119.5999985,124.3000031,228.1999969,233.0,16016644.0,5237165.5,1813489.875,6187627.0,45918.5,4591850.0,not_outlier,691.26,4.51,0.12587243655452035,0.8741275634454797,1,47,0.8741275634454797
16,NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,25,333176,Hotel,336640.0,one_use,0.0,one_use,0.0,36.0,80.0,80.40000153,199.0,199.3999939,26941110.0,5999360.5,5299838.5,18083049.0,28586.99805,2858700.0,not_outlier,740.97,2.22,0.18356964487237976,0.8164303551276202,1,18,1.0103969073402645
17,NonResidential,Hotel,98104.0,7,DOWNTOWN,1.0,9,65009,Hotel,65009.0,one_use,0.0,one_use,0.0,48.0,101.5,97.80000305,153.6000061,149.8000031,6596057.5,1656352.5,393610.6875,1343000.0,35967.05078,3596705.0,not_outlier,328.23,5.05,0.0,1.0,1,88,1.0
18,NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,33,315952,Hotel,295511.0,Parking,57600.0,one_use,0.0,58.0,75.5,76.19999695,179.8999939,180.6999969,22325364.0,4337738.5,4075083.0,13904183.0,40834.39844,4083440.0,not_outlier,648.62,2.05,0.18230617308958322,0.8176938269104168,2,36,0.9353034638172887
19,NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,11,92190,Hotel,67390.0,Parking,25200.0,one_use,0.0,35.0,159.5,165.8999939,297.3999939,303.8999939,10750010.0,4870847.5,1123203.125,3832369.0,20467.93359,2046793.0,not_outlier,511.39,5.55,0.2733485193621868,0.7266514806378133,2,94,0.7309903460245146
23,NonResidential,Hotel,98104.0,7,DOWNTOWN,1.0,28,416281,Hotel,348329.0,Parking,85000.0,one_use,0.0,31.0,96.30000305,98.59999847,228.5,232.8000031,33556756.0,0.0,6220773.0,21225277.0,123314.75,12331475.0,not_outlier,802.89,1.93,0.20418899733593415,0.7958110026640659,2,33,0.8367641088591601
25,NonResidential,Hotel,98104.0,7,DOWNTOWN,1.0,10,104352,Hotel,104352.0,one_use,0.0,one_use,0.0,39.0,97.30000305,97.30000305,225.5,225.5,10154608.0,3430862.0,1731644.125,5908370.0,8153.759766,815376.0,not_outlier,349.32,3.35,0.0,1.0,1,100,1.0
29,NonResidential,Hotel,98105.0,4,NORTHEAST,1.0,6,88592,Hotel,58006.0,Parking,30586.0,one_use,0.0,84.0,63.20000076,63.29999924,148.0,148.5,3663534.5,0.0,664194.375,2266231.0,13973.03027,1397303.0,not_outlier,90.01,1.02,0.34524562037204265,0.6547543796279574,2,15,0.6547543796279574
33,NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,10,171866,Hotel,128909.0,one_use,0.0,one_use,0.0,57.0,85.80000305,86.69999695,181.1000061,180.6000061,11061916.0,0.0,1644403.75,5610706.0,54512.09766,5451210.0,not_outlier,328.63,1.91,0.22273748152630538,0.7772625184736947,1,15,0.7500552756217053
35,NonResidential,Hotel,98121.0,7,DOWNTOWN,1.0,5,68410,Hotel,47994.0,one_use,0.0,one_use,0.0,57.0,92.90000153,95.0,199.6999969,206.3000031,4456714.5,0.0,687675.625,2346349.0,21103.65039,2110365.0,not_outlier,128.44,1.88,0.2368074842859231,0.7631925157140769,1,38,0.7015640988159626
40,NonResidential,Hotel,98105.0,4,NORTHEAST,1.0,4,81871,Hotel,81871.0,one_use,0.0,one_use,0.0,29.0,81.5,82.19999695,162.5,164.8999939,6668568.5,0.0,884056.0,3016399.0,36521.69141,3652169.0,not_outlier,215.0,2.63,0.0,1.0,1,22,1.0
50,SPS-District K-12,K-12 School,98199.0,7,MAGNOLIA / QUEEN ANNE,1.0,2,54986,K-12 School,54986.0,one_use,0.0,one_use,0.0,97.0,30.0,32.79999924,77.80000305,83.19999695,1650279.25,0.0,356855.0,1217589.0,4326.897461,432690.0,not_outlier,31.47,0.57,0.0,1.0,1,26,1.0
52,NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,1.0,2,94900,Office,55586.0,Non-Refrigerated Warehouse,39314.0,one_use,0.0,57.0,65.19999695,68.90000153,163.0,165.8999939,6186461.5,0.0,1257791.75,4291585.0,18948.75977,1894876.0,not_outlier,130.56,1.38,0.0,1.0,2,55,0.5857323498419389
53,NonResidential,Small- and Mid-Sized Office,98144.0,2,GREATER DUWAMISH,1.0,2,52554,Office,51029.0,Other - Education,7849.0,one_use,0.0,83.0,50.09999847,53.5,108.6999969,112.3000031,2951331.25,0.0,462998.0,1579749.0,13715.82031,1371582.0,not_outlier,83.86,1.6,0.0,1.0,2,116,0.9709822278037827
54,NonResidential,K-12 School,98103.0,6,NORTHWEST,1.0,3,175015,K-12 School,175015.0,one_use,0.0,one_use,0.0,95.0,40.0,45.09999847,74.0,80.40000153,6994740.5,0.0,785386.6875,2679739.0,43150.00781,4315001.0,not_outlier,247.85,1.42,0.0,1.0,1,62,1.0
56,NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,24,332210,Hotel,348630.0,one_use,0.0,one_use,0.0,67.0,46.40000153,46.40000153,121.8000031,121.8000031,16163194.0,0.0,3576906.75,12204406.0,39587.86719,3958787.0,not_outlier,295.33,0.89,0.6199993979711628,0.3800006020288372,1,47,1.049426567532585
57,NonResidential,Large Office,98101.0,7,DOWNTOWN,1.0,5,168115,Office,103362.0,Retail Store,65676.0,Data Center,493.0,78.0,56.29999924,56.29999924,176.6000061,176.6000061,9536161.0,0.0,2794888.75,9536160.0,0.0,0.0,not_outlier,66.48,0.4,0.0,1.0,3,43,0.6148291348184278
59,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,1.0,8,59400,Office,34947.0,Retail Store,4993.0,one_use,0.0,14.0,85.40000153,88.30000305,398.7000122,412.2000122,5071974.0,0.0,1486510.375,5071973.0,0.0,0.0,not_outlier,35.36,0.6,0.0,1.0,2,106,0.5883333333333334
62,NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,20,98634,Hotel,83591.0,Parking,10043.0,Restaurant,5000.0,71.0,54.59999847,57.29999924,158.6000061,167.0,4841347.5,0.0,1257344.25,4290059.0,5512.879883,551288.0,not_outlier,59.19,0.6,0.10182087312691364,0.8981791268730863,3,86,0.8474866678832856
65,NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,7,71150,Hotel,41340.0,Parking,13730.0,Retail Store,9604.0,98.0,93.09999847,93.09999847,215.8999939,215.8999939,5348309.0,0.0,950732.8125,3243900.0,21044.08008,2104408.0,not_outlier,134.38,1.89,0.0,1.0,4,31,0.5810260014054813
66,NonResidential,Hotel,98101.0,7,DOWNTOWN,1.0,7,122810,Hotel,88360.0,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,99.0,44.0,49.59999847,68.19999695,74.09999847,5401277.5,0.0,379121.0938,1293561.0,41077.16016,4107716.0,not_outlier,227.18,1.85,0.0,1.0,3,108,0.7194853839263904
67,NonResidential,Hotel,98109.0,7,LAKE UNION,1.0,5,113173,Hotel,70627.0,Parking,42546.0,one_use,0.0,86.0,74.80000305,76.90000153,165.6999969,172.1000061,5284343.5,0.0,863036.3125,2944680.0,23396.62891,2339663.0,not_outlier,144.79,1.28,0.3759377236620042,0.6240622763379958,2,57,0.6240622763379958
68,NonResidential,Hotel,98109.0,7,LAKE UNION,1.0,7,150453,Hotel,107547.0,Restaurant,3000.0,one_use,0.0,84.0,60.70000076,61.79999924,128.0,129.8000031,6715187.0,0.0,995342.5,3396109.0,33190.77734,3319078.0,not_outlier,199.95,1.33,0.23086944095498263,0.7691305590450174,1,16,0.714821239855636
69,NonResidential,Hotel,98109.0,7,LAKE UNION,1.0,6,116300,Hotel,88490.0,Parking,28300.0,one_use,0.0,80.0,65.90000153,67.09999847,144.5,147.1000061,5827595.5,0.0,934483.3125,3188457.0,26391.38086,2639138.0,not_outlier,162.39,1.4,0.24247635425623387,0.7575236457437661,1,19,0.7608770421324161
70,NonResidential,Hotel,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,6,155602,Hotel,155602.0,one_use,0.0,one_use,0.0,81.0,43.90000153,44.0,107.4000015,107.5999985,6836900.0,0.0,1336148.125,4558937.0,22779.61914,2277962.0,not_outlier,152.76,0.98,0.23614092363851363,0.7638590763614863,1,18,1.0
73,NonResidential,K-12 School,98136.0,3,EAST,1.0,3,56072,K-12 School,56072.0,one_use,0.0,one_use,0.0,76.0,57.70000076,67.80000305,81.09999847,92.69999695,3234787.75,0.0,161743.0938,551867.0,26829.20117,2682920.0,not_outlier,146.34,2.61,0.0,1.0,1,105,1.0
77,NonResidential,Hotel,98109.0,7,MAGNOLIA / QUEEN ANNE,1.0,4,122942,Hotel,78051.0,Parking,44891.0,one_use,0.0,94.0,68.40000153,69.0,136.6999969,138.6999969,5337334.0,0.0,710354.5,2423730.0,29136.03906,2913604.0,not_outlier,171.64,1.4,0.36513965935156417,0.6348603406484359,2,17,0.6348603406484359
82,NonResidential,Small- and Mid-Sized Office,98122.0,3,CENTRAL,1.0,2,54984,Office,54984.0,one_use,0.0,one_use,0.0,71.0,61.40000153,66.0,139.6000061,144.5,3375211.0,0.0,579786.0,1978230.0,13969.80957,1396981.0,not_outlier,87.98,1.6,0.0,1.0,1,54,1.0
85,NonResidential,Senior Care Community,98133.0,5,NORTHWEST,1.0,2,93397,Senior Care Community,93397.0,one_use,0.0,one_use,0.0,1.0,175.6000061,181.6000061,311.5,320.0,16402563.0,0.0,1664565.75,5679498.0,107230.6406,10723064.0,not_outlier,609.1,6.52,0.0,1.0,1,46,1.0
86,NonResidential,Hotel,98109.0,7,LAKE UNION,1.0,6,84103,Hotel,63371.0,Parking,20732.0,one_use,0.0,74.0,58.5,59.79999924,154.1999969,156.6999969,3706100.25,0.0,824351.625,2812688.0,8934.120117,893412.0,not_outlier,67.06,0.8,0.2465072589562798,0.7534927410437202,2,8,0.7534927410437202
95,NonResidential,Hotel,98104.0,3,EAST,1.0,7,76631,Hotel,76631.0,one_use,0.0,one_use,0.0,71.0,94.69999695,94.59999847,172.0,171.6999969,7258758.5,0.0,779819.0,2660742.0,45980.16016,4598016.0,not_outlier,262.75,3.43,0.0,1.0,1,108,1.0
98,NonResidential,Retail Store,98109.0,7,LAKE UNION,1.0,2,58320,Retail Store,72072.0,one_use,0.0,one_use,0.0,96.0,14.60000038,17.20000076,25.79999924,28.79999924,1049748.625,0.0,106038.5,361803.0,6879.452148,687945.0,not_outlier,39.06,0.67,0.0,1.0,1,87,1.2358024691358025
100,NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,5,316306,Office,261826.0,Parking,150726.0,Other,15139.0,96.0,48.0,48.40000153,144.0,144.3999939,13795954.0,0.0,3772301.0,12871091.0,9248.610352,924861.0,not_outlier,138.85,0.44,0.0,1.0,4,6,0.8277617244061131
102,NonResidential,Hotel,98109.0,3,LAKE UNION,1.0,7,282863,Hotel,235788.0,Parking,51537.0,one_use,0.0,37.0,82.5,85.59999847,184.0,189.1999969,19459304.0,0.0,3218245.0,10980652.0,84786.50781,8478651.0,not_outlier,526.85,1.86,0.15826035925518714,0.8417396407448129,2,26,0.8335766784627187
107,NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,12,571329,Office,598801.0,Parking,310699.0,Other,26203.0,91.0,63.40000153,64.19999695,174.1999969,176.3999939,39605888.0,0.0,9439097.0,32206199.0,73996.85156,7399685.0,not_outlier,617.52,1.08,0.0,1.0,3,6,1.048084378702989
114,NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,1.0,6,920598,Office,729584.0,Parking,185014.0,Other,6000.0,93.0,49.79999924,51.79999924,130.8000031,131.6000061,36667044.0,0.0,8088294.5,27597261.0,90697.79688,9069780.0,not_outlier,674.09,0.73,0.3299018681335393,0.6700981318664607,3,6,0.7925109548358784
115,NonResidential,Small- and Mid-Sized Office,98033.0,7,MAGNOLIA / QUEEN ANNE,1.0,4,76213,Office,48546.0,Parking,21454.0,Other,2406.0,68.0,68.19999695,71.59999847,192.3999939,196.0,3476212.5,0.0,863039.875,2944692.0,5315.200195,531520.0,not_outlier,48.76,0.64,0.3402306693083857,0.6597693306916143,3,46,0.6369779433954837
116,NonResidential,Hotel,98109.0,7,MAGNOLIA / QUEEN ANNE,1.0,6,96910,Hotel,59976.0,Parking,36934.0,one_use,0.0,56.0,86.0,87.90000153,182.1999969,188.3999939,5155568.5,0.0,772863.625,2637011.0,25185.58008,2518558.0,not_outlier,152.14,1.57,0.3811164998452172,0.6188835001547828,2,14,0.6188835001547828
117,NonResidential,Hotel,98105.0,4,NORTHEAST,2.0,4,50017,Hotel,50017.0,Swimming Pool,0.0,one_use,0.0,53.0,108.9000015,110.5,203.3000031,205.8000031,5448975.0,0.0,623770.6875,2128306.0,33206.69141,3320669.0,not_outlier,191.2,3.82,0.0,1.0,2,54,1.0
119,NonResidential,K-12 School,98112.0,3,EAST,1.0,3,67743,K-12 School,67743.0,one_use,0.0,one_use,0.0,34.0,39.09999847,44.79999924,82.30000305,89.30000305,2646879.0,0.0,392082.5938,1337786.0,13090.93066,1309093.0,not_outlier,78.85,1.16,0.0,1.0,1,93,1.0
120,NonResidential,K-12 School,98112.0,3,EAST,1.0,6,194104,K-12 School,194104.0,one_use,0.0,one_use,0.0,100.0,32.0,37.09999847,54.0,60.09999847,6219841.5,0.0,553309.6875,1887893.0,43319.48828,4331949.0,not_outlier,243.23,1.25,0.0,1.0,1,108,1.0
121,NonResidential,Small- and Mid-Sized Office,98144.0,3,SOUTHEAST,1.0,3,99433,Office,63681.0,Parking,35752.0,one_use,0.0,63.0,76.90000153,78.19999695,241.5,245.6000061,4897760.0,0.0,1435451.25,4897760.0,0.0,0.0,not_outlier,34.14,0.34,0.35955869781662025,0.6404413021833798,2,13,0.6404413021833798
136,NonResidential,Hotel,98133.0,5,NORTHWEST,1.0,4,51390,Hotel,51390.0,Parking,0.0,one_use,0.0,89.0,70.30000305,70.40000153,130.6999969,130.8999939,3611538.0,0.0,409815.0,1398289.0,22132.49023,2213249.0,not_outlier,127.29,2.48,0.0,1.0,2,15,1.0
138,SPS-District K-12,K-12 School,98133.0,5,NORTHWEST,1.0,1,245587,K-12 School,245587.0,one_use,0.0,one_use,0.0,92.0,47.90000153,52.40000153,83.69999695,89.09999847,11765682.0,0.0,1150648.125,3926011.0,78396.69531,7839670.0,not_outlier,443.73,1.81,0.0,1.0,1,57,1.0
139,NonResidential,Hotel,98133.0,5,NORTHWEST,1.0,3,69138,Hotel,70609.0,one_use,0.0,one_use,0.0,78.0,45.90000153,47.09999847,101.5999985,104.6999969,3242458.0,0.0,528396.6875,1802889.0,14395.68164,1439568.0,not_outlier,89.02,1.29,0.0,1.0,1,14,1.0212762880037027
144,NonResidential,Hotel,98104.0,7,DOWNTOWN,1.0,5,190980,Hotel,190980.0,Parking,19051.0,one_use,0.0,98.0,34.09999847,34.09999847,84.0,84.0,6505995.0,0.0,1290419.25,4402910.0,21030.83984,2103084.0,not_outlier,142.39,0.75,0.0,1.0,2,112,1.0
168,NonResidential,Hotel,98109.0,7,MAGNOLIA / QUEEN ANNE,1.0,4,162222,Hotel,113702.0,Parking,32692.0,one_use,0.0,76.0,69.90000153,70.5,150.5,151.1999969,7946961.0,0.0,1230205.625,4197462.0,37494.98828,3749499.0,not_outlier,228.4,1.41,0.08753436648543354,0.9124656335145664,2,20,0.700903699868082
183,NonResidential,Residence Hall,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,4,139600,Residence Hall/Dormitory,135520.0,one_use,0.0,one_use,0.0,89.0,32.79999924,35.40000153,70.19999695,74.69999695,4448582.5,0.0,678868.1875,2316298.0,21322.83984,2132284.0,not_outlier,129.39,0.93,0.2686246418338109,0.7313753581661891,1,15,0.9707736389684813
185,SPS-District K-12,K-12 School,98125.0,5,NORTH,1.0,2,236758,K-12 School,238550.0,Parking,0.0,one_use,0.0,96.0,35.0,38.90000153,78.69999695,84.40000153,8355988.5,0.0,1403853.5,4789948.0,35660.39453,3566039.0,not_outlier,222.78,0.94,0.0,1.0,2,5,1.0075689100262715
190,NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,1.0,3,64015,Office,30000.0,Non-Refrigerated Warehouse,15000.0,Other - Services,9015.0,21.0,60.0,62.5,165.8000031,168.3999939,3242077.75,0.0,778834.0,2657382.0,5846.959961,584696.0,not_outlier,49.58,0.77,0.0,1.0,3,9,0.46864016246192297
194,NonResidential,Retail Store,98125.0,5,NORTH,1.0,1,530039,Retail Store,505103.0,Restaurant,24936.0,one_use,0.0,98.0,52.29999924,54.29999924,118.9000015,121.0,27717034.0,0.0,4755137.5,16224529.0,114925.0313,11492503.0,not_outlier,723.47,1.36,0.0,1.0,2,65,0.9529544052418785
197,NonResidential,Retail Store,98125.0,5,NORTH,1.0,4,124342,Retail Store,122000.0,one_use,0.0,one_use,0.0,76.0,71.90000153,71.59999847,223.6999969,222.1000061,8765978.0,0.0,2536231.25,8653621.0,1123.560059,112356.0,not_outlier,66.3,0.53,0.0,1.0,1,51,0.9811648517797688
200,NonResidential,Other,98133.0,5,NORTHWEST,1.0,3,55442,Financial Office,28636.0,Parking,15385.0,Medical Office,8644.0,72.0,85.59999847,88.90000153,194.1000061,197.6000061,3191228.25,0.0,544942.8125,1859345.0,13318.83008,1331883.0,not_outlier,83.7,1.51,0.0,1.0,3,20,0.5165037336315429
215,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,4,114297,Non-Refrigerated Warehouse,114297.0,one_use,0.0,one_use,0.0,61.0,18.39999962,21.10000038,36.0,39.70000076,2100097.75,0.0,267431.0,912475.0,11876.22949,1187623.0,not_outlier,69.44,0.61,0.0,1.0,1,112,1.0
220,NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,1.0,1,234144,Non-Refrigerated Warehouse,234144.0,one_use,0.0,one_use,0.0,87.0,28.79999924,33.59999847,42.0,47.09999847,6744317.0,0.0,385937.0,1316817.0,54275.0,5427500.0,not_outlier,297.43,1.27,0.0,1.0,1,79,1.0
223,NonResidential,Retail Store,98126.0,1,DELRIDGE,1.0,1,64984,Retail Store,65425.0,one_use,0.0,one_use,0.0,72.0,45.0,46.09999847,130.6999969,130.6999969,2944296.25,0.0,766027.8125,2613687.0,3306.090088,330609.0,not_outlier,35.78,0.55,0.0,1.0,1,50,1.0067862858549796
224,NonResidential,Retail Store,98126.0,1,DELRIDGE,1.0,1,67745,Retail Store,67782.0,one_use,0.0,one_use,0.0,37.0,136.1999969,141.5,223.8999939,227.3000031,9230223.0,0.0,769080.3125,2624102.0,66061.21094,6606121.0,not_outlier,369.14,5.45,0.0,1.0,1,51,1.0005461657686914
225,SPS-District K-12,K-12 School,98126.0,1,DELRIDGE,1.0,2,367884,K-12 School,367884.0,one_use,0.0,one_use,0.0,97.0,33.29999924,36.09999847,81.59999847,85.90000153,12265516.0,0.0,2404753.75,8205020.0,40604.95703,4060496.0,not_outlier,272.85,0.74,0.0,1.0,1,6,1.0
232,NonResidential,Hotel,98109.0,3,LAKE UNION,1.0,5,123920,Hotel,123920.0,Parking,30000.0,Swimming Pool,0.0,79.0,75.59999847,78.09999847,148.1999969,152.1999969,9373179.0,0.0,1195550.25,4079217.0,52939.60938,5293961.0,not_outlier,309.6,2.5,0.2420916720464816,0.7579083279535184,3,18,1.0
235,NonResidential,Hotel,98109.0,7,MAGNOLIA / QUEEN ANNE,1.0,7,207656,Hotel,141591.0,one_use,0.0,one_use,0.0,76.0,78.90000153,83.0,164.5,171.3999939,11171988.0,0.0,1620980.875,5530787.0,56412.00391,5641200.0,not_outlier,338.16,1.63,0.2616875987209616,0.7383124012790384,1,18,0.6818536425626999
241,NonResidential,Hotel,98133.0,5,NORTHWEST,1.0,4,64893,Hotel,64893.0,one_use,0.0,one_use,0.0,70.0,95.5,95.69999695,184.6999969,185.3999939,6197825.0,0.0,768038.625,2620548.0,35772.76953,3577277.0,not_outlier,208.26,3.21,0.0,1.0,1,48,1.0
244,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,1.0,3,44558,Office,34416.0,Self-Storage Facility,7672.0,Restaurant,2470.0,78.0,37.59999847,38.59999847,101.3000031,103.6999969,1677002.25,0.0,386177.4063,1317637.0,3593.650146,359365.0,not_outlier,28.27,0.63,0.0,1.0,3,116,0.7723865523587234
250,NonResidential,Hotel,98134.0,2,GREATER DUWAMISH,1.0,9,168449,Hotel,135006.0,Parking,20600.0,Food Service,9216.0,64.0,88.19999695,89.19999695,183.0,182.6999969,12726789.0,0.0,1826563.0,6232233.0,64945.55078,6494555.0,not_outlier,388.37,2.31,0.08647721268751966,0.9135227873124804,3,11,0.8014651318796787
274,NonResidential,Warehouse,98103.0,4,LAKE UNION,1.0,3,75397,Non-Refrigerated Warehouse,67236.0,Parking,8161.0,one_use,0.0,91.0,8.199999809,8.5,21.70000076,22.10000038,549181.375,0.0,124086.0,423381.0,1258.0,125800.0,not_outlier,9.63,0.13,0.10824038091701262,0.8917596190829874,2,25,0.8917596190829874
281,NonResidential,K-12 School,98105.0,4,NORTHEAST,1.0,2,55653,K-12 School,55500.0,one_use,0.0,one_use,0.0,98.0,24.79999924,28.79999924,26.29999924,30.5,1377627.0,0.0,1798.900024,6138.0,13714.89063,1371489.0,not_outlier,72.88,1.31,0.0,1.0,1,88,0.9972508220581101
282,NonResidential,Hotel,98105.0,4,NORTHEAST,1.0,16,106860,Hotel,106860.0,one_use,0.0,one_use,0.0,49.0,111.6999969,118.0999985,186.8999939,190.6999969,11935719.0,0.0,1043886.875,3561742.0,83739.75781,8373976.0,not_outlier,469.57,4.39,0.0,1.0,1,85,1.0
283,NonResidential,Small- and Mid-Sized Office,98125.0,5,NORTH,1.0,5,50759,Office,47079.0,Restaurant,3680.0,one_use,0.0,62.0,62.0,65.40000153,170.3999939,174.1000061,3147042.0,0.0,749863.125,2558533.0,5885.089844,588509.0,not_outlier,49.09,0.97,0.0,1.0,2,44,0.9275005417758427
284,NonResidential,Worship Facility,98105.0,4,NORTHEAST,1.0,2,56772,Worship Facility,56772.0,one_use,0.0,one_use,0.0,46.0,43.0,48.70000076,81.0,87.80000305,2439484.75,0.0,285789.1875,975113.0,14643.7207,1464372.0,not_outlier,84.57,1.49,0.0,1.0,1,64,1.0
285,NonResidential,Worship Facility,98105.0,4,NORTHEAST,1.0,3,103000,Worship Facility,103000.0,one_use,0.0,one_use,0.0,42.0,47.09999847,52.29999924,96.90000153,102.4000015,4854429.5,0.0,685356.0,2338435.0,25159.94531,2515995.0,not_outlier,149.93,1.46,0.0,1.0,1,64,1.0
294,NonResidential,Residence Hall,98101.0,7,DOWNTOWN,1.0,9,107572,Residence Hall/Dormitory,63934.0,Office,27143.0,Retail Store,10568.0,76.0,54.79999924,57.79999924,113.5,117.0999985,5572503.0,3076446.5,731552.1875,2496056.0,0.0,0.0,not_outlier,254.87,2.37,0.0,1.0,3,103,0.5943368162718923
313,NonResidential,Medical Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,5,190000,Medical Office,146741.0,Office,9805.0,one_use,0.0,1.0,183.5,183.5,443.0,443.0,28731502.0,0.0,5493974.5,18745441.0,99860.58594,9986059.0,not_outlier,661.04,3.48,0.20526315789473684,0.7947368421052632,2,89,0.7723210526315789
316,NonResidential,Hotel,98121.0,7,DOWNTOWN,1.0,8,254273,Hotel,277000.0,one_use,0.0,one_use,0.0,29.0,96.19999695,96.90000153,204.8999939,205.0,26659244.0,0.0,4033863.5,13763542.0,128957.0,12895700.0,not_outlier,780.84,3.07,0.15259189925788424,0.8474081007421158,1,13,1.0893803117122147
319,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,1.0,4,56500,Office,33000.0,Retail Store,7000.0,one_use,0.0,98.0,34.5,37.5,84.5,88.09999847,1380293.625,492761.8125,260120.7031,887532.0,0.0,0.0,not_outlier,44.22,0.78,0.0,1.0,2,102,0.584070796460177
320,NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,1.0,4,203504,Non-Refrigerated Warehouse,159372.0,Other - Services,44132.0,one_use,0.0,72.0,18.60000038,19.39999962,58.40000153,60.90000153,3785282.5,0.0,1109402.75,3785282.0,0.0,0.0,not_outlier,26.39,0.13,0.0,1.0,2,8,0.7831393977513955
323,NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,1.0,4,77662,Office,62108.0,Parking,17570.0,one_use,0.0,57.0,80.59999847,83.19999695,228.8999939,230.5,5007401.0,0.0,1256184.75,4286102.0,7212.97998,721298.0,not_outlier,68.19,0.88,0.23826324328500426,0.7617367567149957,2,35,0.7997218717004455
324,NonResidential,Large Office,98121.0,7,DOWNTOWN,1.0,12,234000,Office,173786.0,Laboratory,29865.0,Parking,25373.0,39.0,89.40000153,90.09999847,276.6000061,277.3999939,18661606.0,0.0,5347641.0,18246151.0,4154.516113,415452.0,not_outlier,149.27,0.64,0.09311965811965812,0.9068803418803418,4,38,0.7426752136752137
